title,link,image,author,price,discount,publisher,pubdate,isbn,description
<b>순례 주택</b> (블루픽션 시리즈 81),http://book.naver.com/bookdb/book_detail.php?bid=18123571,https://bookthumb-phinf.pstatic.net/cover/181/235/18123571.jpg?type=m1&udate=20220315,유은실,13000,11700,비룡소,20210305,8949123495 9788949123493,"한국어린이도서상, IBBY 어너리스트 수상작가 유은실의 신작 청소년 소설『<b>순례 주택</b>』. 코믹 발랄한 캐릭터 설정과, <b>순례 주택</b>을 둘러싼 한바탕 대소동은 기발하면서도 유쾌하다. 약간은 막 가는 수림이네 네 식구가 쫄딱 망한 뒤, 돌아가신 외할버지의 옛 여자친구의 빌라‘<b>순례 주택</b>’으로 이사 들어가면서... "
<b>타인의 집</b> (손원평 소설집),http://book.naver.com/bookdb/book_detail.php?bid=20657668,https://bookthumb-phinf.pstatic.net/cover/206/576/20657668.jpg?type=m1&udate=20220203,손원평,14000,12600,창비,20210618,893643845X 9788936438456,"바로 지금, 손원평이라는 렌즈가 담아낸 뒤틀린 세계의 파편
80만 독자가 사랑한 『아몬드』 작가 손원평의 첫번째 소설집2017년 화제의 데뷔작 『아몬드』(창비)로 독자들의 열렬한 사랑을 받으며 단숨에 ‘믿고 읽는’ 작가로 자리매김한 작가 손원평의 신간 『<b>타인의 집</b>』이 출간되었다. 주로 장편소설로... "
<b>요리코를 위해</b> (노리즈키 린타로 장편소설),http://book.naver.com/bookdb/book_detail.php?bid=6962425,https://bookthumb-phinf.pstatic.net/cover/069/624/06962425.jpg?type=m1&udate=20190831,노리즈키 린타로,12000,,포레,20120715,8954618626 9788954618625,"모든 것은 <b>요리코를 위해</b>서였다!비극의 가족사를 그린 노리즈키 린타로의 미스터리 『<b>요리코를 위해</b>』. 탐정이자 작가인 노리즈키 린타로와 그의 아버지 노리즈키 사다오 경시가 콤비로 등장하는 「노리즈키 린타로」 시리즈의 하나이자, 《1의 비극》과 《또다시 붉은 악몽》으로 이어지는 ‘비극 삼부..."
<b>멘탈의 연금술</b> (어떻게 한계를 넘어 기적을 만드는가),http://book.naver.com/bookdb/book_detail.php?bid=17545448,https://bookthumb-phinf.pstatic.net/cover/175/454/17545448.jpg?type=m1&udate=20220215,보도 섀퍼,16000,14400,토네이도,20201214,1158511981 9791158511982,"보도 섀퍼는 이들을 ‘<b>멘탈</b> <b>연금술</b>사’라고 부른다. 이 책은 좌절과 두려움을 딛고 다시 일어선 <b>멘탈</b> <b>연금술</b>사들의 놀라운 인생 여정이 망라되어 있다. 나아가 20대 신용파산자에서 30대 백만장자로 날아오른 보도 섀퍼의 드라마틱한 ‘<b>멘탈</b> 혁명 이야기’가 담겨 있다.&#x0D;&#x0D;실력, 행운, 재능과 노력은... "
<b>니클의 소년들</b> (2020 퓰리처상 수상작),http://book.naver.com/bookdb/book_detail.php?bid=17591015,https://bookthumb-phinf.pstatic.net/cover/175/910/17591015.jpg?type=m1&udate=20220107,콜슨 화이트헤드,14000,12600,은행나무,20201211,1191071235 9791191071238,콜슨 화이트헤드가 복원해낸 차별로 얼룩진 미국의 과거와 현재 그리고 미래!2020 퓰리처상을 수상한 콜슨 화이트헤드의 장편소설 『<b>니클의 소년들</b>』. 엘우드를 중심으로 과거와 현재를 오가며 니클 감화원에서 벌어졌던 일들을 서술한다. 인종차별정책이 시행되었던 1960년대와 지금의 2010년대가 교차하는 시점... 
<b>노화의 종말</b>,http://book.naver.com/bookdb/book_detail.php?bid=16429192,https://bookthumb-phinf.pstatic.net/cover/164/291/16429192.jpg?type=m1&udate=20220203,데이비드 A 싱클레어|매슈 D. 러플랜트,22000,19800,부키,20200730,8960518026 9788960518025,하버드 의대 25년 장수 연구의 결정판『<b>노화의 종말</b>』은 노화와 유전 분야 세계 최고 권위자 데이비드 싱클레어 박사가 25년 장수 연구를 집대성해 최초로 공개하는 역작이다. 자신의 하버드 의대 연구실뿐 아니라 세계 각지의 연구자와 연구실에서 이루어져 온 주요 최신 성과를 총망라한 이 책은 수명과 장수... 
<b>부서진 여름</b>,http://book.naver.com/bookdb/book_detail.php?bid=20468596,https://bookthumb-phinf.pstatic.net/cover/204/685/20468596.jpg?type=m1&udate=20211208,이정명,14500,13050,은행나무,20210505,119107157X 9791191071573,"이정명의 신작 장편소설 《<b>부서진 여름</b>》
《뿌리 깊은 나무》 《바람의 화원》 《별을 스치는 바람》 등 굵직한 소재를 소설적 상상력에 절묘하게 결합한 작품들로 한국형 팩션의 새 지평을 연 이정명의 신작 장편소설 《<b>부서진 여름</b>》이 은행나무출판사에서 출간되었다. 탁월한 심리묘사와 치밀하게 구성된... "
"<b>오늘 밤, 세계에서 이 사랑이 사라진다 해도</b>",http://book.naver.com/bookdb/book_detail.php?bid=20657805,https://bookthumb-phinf.pstatic.net/cover/206/578/20657805.jpg?type=m1&udate=20211209,이치조 미사키,14000,12600,모모,20210628,1191043290 9791191043297,"지킬 수 있어?”라는 조건을 걸고 허락한 히노. 조건부 연애였던 두 사람의 관계는, 연인이지만 연인이 아닌 <b>이</b> 특수한 관계는 ‘매일 기억이 사라지는’ 잔혹한 현실을 극복해나갈 수 있을까? 이들 <b>사랑</b>의 끝에 어떤 결과가 기다리고 있을까?"
"<b>허구의 삶</b> (이금이 장편소설,문학동네청소년 45)",http://book.naver.com/bookdb/book_detail.php?bid=15657814,https://bookthumb-phinf.pstatic.net/cover/156/578/15657814.jpg?type=m1&udate=20210322,이금이,11500,10350,문학동네,20191029,8954658261 9788954658263,"갈림길 앞에 선 우리를 진실된 삶 속으로 초대하다!《너도 하늘말나리야》, 《유진과 유진》, 《밤티 마을 큰돌이네 집》 등으로 우리 아동청소년문학사에 족적을 남겨 온 이금이의 장편소설 『<b>허구의 삶</b>』. 퇴고에만 수년이 걸린 이 작품은 저자의 작품 세계에서 중요한 변곡점이 되는 작품이다. ‘상만'과... "
<b>작별하지 않는다</b> (한강 장편소설),http://book.naver.com/bookdb/book_detail.php?bid=20883676,https://bookthumb-phinf.pstatic.net/cover/208/836/20883676.jpg?type=m1&udate=20220119,한강,14000,12600,문학동네,20210909,8954682154 9788954682152,"이곳에 살았던 이들로부터, 이곳에 살아 있는 이들로부터꿈처럼 스며오는 지극한 사랑의 기억2016년 『채식주의자』로 인터내셔널 부커상을 수상하고 2018년 『흰』으로 같은 상 최종 후보에 오른 한강 작가의 5년 만의 신작 장편소설 『<b>작별하지 않는다</b>』가 출간되었다. 2019년 겨울부터 이듬해 봄까지 계간... "
"<b>안녕, 소중한 사람</b> (정한경 에세이)",http://book.naver.com/bookdb/book_detail.php?bid=16710402,https://bookthumb-phinf.pstatic.net/cover/167/104/16710402.jpg?type=m1&udate=20220211,정한경,15000,13500,북로망스,20200916,1197037128 9791197037122,"입소문으로 증명해낸 ‘위로와 사랑의 책’ 《<b>안녕, 소중한 사람</b>》 15만부 기념 러브레터 에디션 출시2020년 출간된 정한경 작가의 첫 번째 에세이 《<b>안녕, 소중한 사람</b>》이 2022년 1월, 15만부 기념 특별판 러브레터 에디션으로 출간된다. 출간 즉시 베스트셀러 반열에 오르며 전국 독자들에게 사랑받은 《안녕... "
<b>EBS 다큐프라임 자본주의</b> (쉬지 않고 일하는데 나는 왜 이렇게 살기 힘든가),http://book.naver.com/bookdb/book_detail.php?bid=7314866,https://bookthumb-phinf.pstatic.net/cover/073/148/07314866.jpg?type=m1&udate=20220112,<b>EBS</b> <b>자본주의</b> 제작팀,17000,15300,가나출판사,20130927,8957365796 9788957365793,"우리가 반드시 알아야 할 자본주의의 진실!『자본주의』는 자본주의를 쉽게 풀어낸 방송, ‘<b>EBS 다큐프라임</b> 《<b>자본주의</b>》 5부작’을 책으로 엮은 것이다. 지갑 속 돈과 통장, 매달 갚아야 할 대출금과 이자, 살고 있는 집의 가격 등 이 모든 것이 자본주의 시스템에서 자유롭지 못한 오늘날, 세계 최고의 석학들을... "
<b>눈보라</b>,http://book.naver.com/bookdb/book_detail.php?bid=17853106,https://bookthumb-phinf.pstatic.net/cover/178/531/17853106.jpg?type=m1&udate=20220203,강경수,14000,12600,창비,20210129,8936455605 9788936455606,한때 새하얀 겨울 왕국의 제일가는 사냥꾼이었지만 빙하가 녹아내리는 북극에서 굶주림에 시달리게 된 북극곰 ‘<b>눈보라</b>’의 모험을 담았다. 전례 없는... 북극곰 ‘<b>눈보라</b>’. 사냥터인 얼음을 잃고 이제 땅 위를 걸어야 하는 <b>눈보라</b>는 허기진 배를 채우기 위해 사람의 마을을 찾는다. 그러나 그런 <b>눈보라</b>를... 
<b>공부란 무엇인가</b> (우리가 지금 <b>공부</b>해야 하는 이유),http://book.naver.com/bookdb/book_detail.php?bid=21377395,https://bookthumb-phinf.pstatic.net/cover/213/773/21377395.jpg?type=m1&udate=20211224,한근태,12000,10800,샘터사,20211222,8946422025 9788946422025,각계 명사에게 ‘다음 세대에 꼭 전하고 싶은 한 가지’가 <b>무엇인</b>지 묻고 그 답을 담는 인문교양 시리즈 ‘아우름’의 쉰한 번째 주제는 ‘우리가 지금 <b>공부</b>해야 하는 이유’이다. 갈수록 빠르게 변화하는 세상 속에서 우리는 평생 <b>공부</b>하지 않고 살아갈 수 없다. 하지만 대부분의 사람은 <b>공부</b>는 지겹고도 힘든... 
"<b>메타버스 새로운 기회</b> (디지털 지구, 경제와 투자의 기준이 바뀐다)",http://book.naver.com/bookdb/book_detail.php?bid=20518911,https://bookthumb-phinf.pstatic.net/cover/205/189/20518911.jpg?type=m1&udate=20210907,김상균|신병호,18800,16920,베가북스,20210608,1190242869 9791190242868,디지털 지구를 처음 국내 대중에게 알린 메타버스의 선구자인 김상균은 『<b>메타버스 새로운 기회</b>』를 통해 메타버스란 무엇이고 앞으로 메타버스가 나아갈 방향을 설명하여 많은 사람들에게 새로운 지구에 사는 방법과 미래를 거머쥘 비책을 전달한다. 김상균은 메타버스를 우리의 삶과 사회를 새롭게 바라보게... 
<b>햇빛은 찬란하고 인생은 귀하니까요</b> (밀라논나 이야기),http://book.naver.com/bookdb/book_detail.php?bid=20825119,https://bookthumb-phinf.pstatic.net/cover/208/251/20825119.jpg?type=m1&udate=20220326,장명숙,14800,13320,김영사,20210818,8934985054 9788934985051,"《<b>햇빛은 찬란하고 인생은 귀하니까요</b>》는 완고한 고집보다 유연한 소신을 가진 밀라논나의 인생 내공을 담은 에세이다. “하나뿐인 나에게 예의를 갖”추면서 “이해하고 안아주는 사람이” 되기까지의 과정이 고스란히 담겨 있고, 평생 쌓인 경험과 지혜가 오롯이 스며 있다. 세월의 흐름에 따라 자연스레... "
<b>완벽한 아이</b>,http://book.naver.com/bookdb/book_detail.php?bid=17546520,https://bookthumb-phinf.pstatic.net/cover/175/465/17546520.jpg?type=m1&udate=20220101,모드 쥘리앵,16000,14400,복복서가,20201204,1191114058 9791191114058,"출판사와 검토를 맡은 소설가, 번역가가 의기투합하여 분투한 끝에 2020년 11월, 『<b>완벽한 아이</b>』를 출간했다. 소설가 김영하는 추천의 글을 통해 “그 어떤 출구도 보이지 않는 곳에서, 철저히 혼자가 되어 갇혀 있다고 느끼는 모든 이들에게 이 책을 권하고 싶다”고 전했다.&#x0D;&#x0D;"
<b>인간 실격</b> (세계문학전집 103),http://book.naver.com/bookdb/book_detail.php?bid=151055,https://bookthumb-phinf.pstatic.net/cover/001/510/00151055.jpg?type=m1&udate=20130129,다자이 오사무,9000,8100,민음사,20040515,893746103X 9788937461033,"순수하고 여린 심성의 젊은이가 인간 사회의 위선과 잔혹성을 견디지 못하고 파멸되어 가는 과정을 그린 소설로, 어느 세계에도 속하지 못한 채 <b>인간 실격</b>자로 전락한 주인공의 내면을 치밀한 심리묘사로 기록하였다. 다자이 작품 속의 타락과 자기파괴적 언행은 제2차 세계대전에서 패망한 후 공황상태에 빠진... "
<b>사이보그가 되다</b>,http://book.naver.com/bookdb/book_detail.php?bid=17724714,https://bookthumb-phinf.pstatic.net/cover/177/247/17724714.jpg?type=m1&udate=20220224,김초엽|김원영,17800,16020,사계절,20210115,116094704X 9791160947045,"열다섯 살 전후로 신체의 손상을 보완하는 기계들(보청기와 휠체어)과 만나 ‘<b>사이보그</b>’로 살아온 김초엽과 김원영은 인간의 몸과 과학기술이 만나는... 너머에서 서로를 재발견하고 환대할 미래를 그린다. 여기, <b>사이보그</b>라는 상징을 통과해 더 인간적인 미래의 어느 날에 도달할 짜릿한 여행이 준비되어 있다."
<b>오전의 살림 탐구</b> (홀가분한 일상을 위한 <b>살림</b> 노하우북),http://book.naver.com/bookdb/book_detail.php?bid=20660749,https://bookthumb-phinf.pstatic.net/cover/206/607/20660749.jpg?type=m1&udate=20211207,정이숙,17000,15300,라이프앤페이지,20210707,1191462021 9791191462029,"정리정돈, 수납, 청소, 요리, 레스 웨이스트 실천법까지 살림의 모든 것을 총망라한 살림의 교과서, 『<b>오전의 살림 탐구</b>』가 나왔다. 반짝이는 아이디어와 함께 한결같이 정돈된 살림살이로 수많은 이들의 감탄을 자아내게 한 살림 분야 파워 인플루언서 ‘오전열한시’ 정이숙 작가가 자신만의 살림 노하우를... "
<b>깊은 밤 필통 안에서</b>,http://book.naver.com/bookdb/book_detail.php?bid=18059753,https://bookthumb-phinf.pstatic.net/cover/180/597/18059753.jpg?type=m1&udate=20210616,길상효,10000,9000,비룡소,20210301,8949162075 9788949162072,"일기가 잘 안 써질 때, 친구에게 편지를 쓸 때
연필들은 어떤 기분일까?제10회 비룡소 문학상을 수상한 길상효의 『<b>깊은 밤 필통 안에서</b>』가 출간되었다. 비룡소 문학상은 혼자 책 읽기를 본격적으로 시작하는 저학년들을 위해 매년 신선하고 색다른 작품을 선정해 왔으며, 『한밤중 달빛 식당』, 『꽝 없는 뽑기... "
<b>만약의 세계</b>,http://book.naver.com/bookdb/book_detail.php?bid=17356370,https://bookthumb-phinf.pstatic.net/cover/173/563/17356370.jpg?type=m1&udate=20201215,요시타케 신스케,11800,10620,주니어김영사,20201104,893499147X 9788934991472,"- 겨울 맞이 리커버 에디션 도서 출간
- 소중한 것을 잃어 뻥 뚫린 마음을 달래 줄 요시타케 신스케의 신작
- 출간 이후 아마존 재팬 그림책 분야 상위 랭크
- 마음속을 파고드는, 몇 번이고 다시 읽고 싶은 그림책"
<b>강원국의 어른답게 말합니다</b> (품격 있는 삶을 위한 최소한의 말공부),http://book.naver.com/bookdb/book_detail.php?bid=20569352,https://bookthumb-phinf.pstatic.net/cover/205/693/20569352.jpg?type=m1&udate=20211203,<b>강원국</b>,16000,14400,웅진지식하우스,20210526,8901250012 9788901250014,“말은 어떻게 삶이 되는가?”존중하고 존중받는 일상을 빚어내는 힘진짜 어른다움의 완성은 말 속에 있다50만 독자가 선택한 베스트셀러 작가 <b>강원국</b> 신작전직 대통령 연설비서관의 말하기 특강수많은 독자에게 사랑받은 베스트셀러 『대통령의 글쓰기』의 저자 <b>강원국</b>이 삶의 품격을 높이는 말하기에 관해... 
<b>세상에서 제일 달고나</b>,http://book.naver.com/bookdb/book_detail.php?bid=17551142,https://bookthumb-phinf.pstatic.net/cover/175/511/17551142.jpg?type=m1&udate=20211207,황선미,13000,11700,주니어김영사,20201203,8934989823 9788934989820,돌아다니다 들른 문구점에서 만난 한 아이가 신호등 앞에서 건네준 ‘<b>세상에서 제일 달고나</b>’ 막대 사탕. 그날 저녁 들어온 엄마가 사온 달고나 꾸러미. 새봄이와 엄마는 달고나를 만들어 본다. 그리고 다음 날 학교에 갔더니 장갑분이라는 할머니 학생이 맨 뒷자리에 있는데……. 공기놀이도 척척 하고... 
<b>절대 배신하지 않는 공부의 기술</b> (당신의 노력을 합격으로 바꾸는 14일 완성 <b>공부</b> 습관 프로젝트),http://book.naver.com/bookdb/book_detail.php?bid=18030672,https://bookthumb-phinf.pstatic.net/cover/180/306/18030672.jpg?type=m1&udate=20210428,이상욱(긍정에너지토리파),15500,13950,웅진지식하우스,20210228,8901248751 9788901248752,"따라서 그는 이 책에 수험생들이 자신감을 가지고 <b>공부</b>할 수 있는 환경을 만드는 법부터, 달성 가능한 <b>공부</b> 계획을 세우는 법, 무너진 <b>공부</b> 습관을 바로잡는 ‘1/4/7/14 <b>공부</b>법’과, 자신을 의사로 만들어준 실전 <b>공부</b> <b>기술</b>들, 그리고 포기하고 싶을 때마다 스스로 ‘<b>공부</b> 자존감’을 일으켜 세우는 마음의... "
<b>세금 내는 아이들</b> (어린이를 위한 경제 교육 동화),http://book.naver.com/bookdb/book_detail.php?bid=20618458,https://bookthumb-phinf.pstatic.net/cover/206/184/20618458.jpg?type=m1&udate=20220409,옥효진,14000,12600,한국경제신문,20210615,8947547263 9788947547260,"“애들아 등교했으니까 세금 내야지!”
유튜브 〈<b>세금 내는 아이들</b>〉 속 11년 차 초등학교 선생님이 
체험하고 들려주는 돈으로 움직이는 교실 이야기맛있는 음식을 먹거나 아플 때 치료를 받기 위해 또는 마음에 드는 물건을 사기 위해서…… 우리 일상의 모든 것이 ‘돈’과 관련이 있지만, 이상하게도 우리의... "
<b>대치동 수학 공부의 비밀</b>,http://book.naver.com/bookdb/book_detail.php?bid=17763077,https://bookthumb-phinf.pstatic.net/cover/177/630/17763077.jpg?type=m1&udate=20210408,고대원,16000,14400,길벗,20210110,1165214180 9791165214180,<b>대치동</b>에서 아이들을 가르치면서는 <b>공부</b>한 만큼 성과를 올리는 효율적인 <b>공부</b>법을 찾아 아이들을 지도할 때 반영하고 있다. 저자의 <b>수학 공부</b> 비법에는 저자의 경험과 진심이 고스란히 녹아 있는 것이다. 그렇기에 책을 읽는 동안 부모는 깨닫고 아이는 공감받으면서 <b>대치동 수학 공부</b>법을 익힐 수 있다.
<b>행운이 너에게 다가오는중</b>,http://book.naver.com/bookdb/book_detail.php?bid=16872995,https://bookthumb-phinf.pstatic.net/cover/168/729/16872995.jpg?type=m1&udate=20220124,이꽃님,11500,10350,문학동네,20201019,895467531X 9788954675314,"신작 『<b>행운이 너에게 다가오는 중</b>』은 가장 따뜻해야 할 집이라는 공간에서 폭력을 맞닥뜨릴 수밖에 없는 아이들의 이야기로, 화자가 조금 특별하다. 운, 타이밍, 행운의 여신 혹은 운명의 장난이라 불리는 존재가 이야기를 들려준다. 이 초월적인 존재는 뜻밖의 시니컬한 말투로 툴툴거리면서도 시종일관 애정... "
<b>미국 배당주 투자지도</b>,http://book.naver.com/bookdb/book_detail.php?bid=14741470,https://bookthumb-phinf.pstatic.net/cover/147/414/14741470.jpg?type=m1&udate=20210917,서승용,22000,19800,진서원,20190418,1186647272 9791186647271,"〈<b>미국 배당주 투자지도</b>〉의 저자 서승용은 금융감독원과 증권사를 거친 국내 최고 연금 전문가다. 더 주고 덜 받는 국민연금 개편을 앞두고 연금 전문가가 미국 배당주에 눈을 돌려 책을 쓴 건 당연한 일이다. 이 책에는 초보자를 위한 배당주 기초 지식부터, 한발 더 나아간 유망 배당투자 선정 요령까지 모두... "
<b>이런 수학은 처음이야</b> 2 (읽다 보면 저절로 문제가 풀리는 ‘수’의 원리),http://book.naver.com/bookdb/book_detail.php?bid=20546244,https://bookthumb-phinf.pstatic.net/cover/205/462/20546244.jpg?type=m1&udate=20210520,최영기,15800,14220,21세기북스,20210520,8950995492 9788950995492,"서울대 수학교육과 교수가 전하는 화제의 ‘<b>이런 수학은 처음이야</b>’ 시리즈!“아이가 이렇게 집중해서 책을 읽은 적은 처음이에요!”, “아이들을 향한 진정성에 큰 감동을 받았다!” 등 출간과 동시에 학부모들의 찬사가 끊이지 않았던 화제의 베스트셀러 『<b>이런 수학은 처음이야</b>』의 후속작이 나왔다. ’자연수... "
"<b>내가 들어보지 못해서, 아이에게 해주지 못한 말들</b> (5,000가정을 변화시킨 정신과 의사의 따뜻한 대화 습관 28)",http://book.naver.com/bookdb/book_detail.php?bid=16656397,https://bookthumb-phinf.pstatic.net/cover/166/563/16656397.jpg?type=m1&udate=20211207,다나카 시게키,13800,12420,길벗,20200901,116521265X 9791165212650,"《<b>내가 들어보지 못해서, 아이에게 해주지 못한 말들</b>》은 저자가 20여 년간 마음 아픈 아동과 그들의 부모들을 상담하며 깨달은 부모 말 사용법, 상처의 대물림을 끊고 아이의 잠재력을 키워주면서도 아이를 따뜻하게 감싸주는 말들을 담았습니다."
"<b>빌 게이츠, 기후 재앙을 피하는 법</b> (우리가 가진 솔루션과 우리에게 필요한 돌파구)",http://book.naver.com/bookdb/book_detail.php?bid=17984092,https://bookthumb-phinf.pstatic.net/cover/179/840/17984092.jpg?type=m1&udate=20210831,<b>빌 게이츠</b>,17800,16020,김영사,20210216,8934991364 9788934991366,"<b>빌 게이츠</b>가 10년간 올인한 바로 그 주제!
<b>기후재앙을</b> 피하기 위한 명확한 목표와 근본적인 해법혁신적 엔지니어이자 실용적 환경주의자 <b>빌 게이츠</b>가 10년간 집중적으로 연구한 끝에 마침내 공개하는 <b>기후재앙</b> 극복 해법. 목표는 명확하고 계획은 구체적이다! 매년 발생하는 온실가스 배출량 510억 톤을... "
<b>구미호 식당</b> 2 (저세상 오디션),http://book.naver.com/bookdb/book_detail.php?bid=20514414,https://bookthumb-phinf.pstatic.net/cover/205/144/20514414.jpg?type=m1&udate=20210512,박현숙,12800,11520,특별한서재,20210520,1167030133 9791167030139,"베스트셀러 『저세상 오디션』, 성인 독자를 위한 특별판 출간!

스스로 죽음을 선택한 사람들의 저세상으로 가기 위한 오디션!
“제발 죽지 마라! 죽는다고 끝나는 게 아니야!”“오늘이 힘들다고 해서 내일도 힘들지는 않다.
오늘이 불행하다고 해서 내일까지 불행하지는 않다.
나는 사람들이 세상에 나가 보낼... "
<b>라면을 먹으면 숲이 사라져</b>,http://book.naver.com/bookdb/book_detail.php?bid=16851300,https://bookthumb-phinf.pstatic.net/cover/168/513/16851300.jpg?type=m1&udate=20220224,최원형,13000,11700,책읽는곰,20201015,1158362072 9791158362072,"오늘 먹은 <b>라면</b> 때문에 수많은 생명이 사는 <b>숲이 사라져</b> 가는 건?
우리가 버린 페트병 뚜껑을 아기 새가 먹고 있는 건?
오늘 우리가 한 사소한 행동 하나하나가 
이 지구와 동식물들에게 엄청난 영향을 끼치고 있는 건? 
기억해, 우리도 이 지구의 일부라는 거! 
행동해, 더 늦기 전에!"
<b>그럼에도 나는 아파트를 사기로 했다</b> (비닐하우스 15년살이에서 30억 경제적 자유 이룬 입지분석 전문가의),http://book.naver.com/bookdb/book_detail.php?bid=16891264,https://bookthumb-phinf.pstatic.net/cover/168/912/16891264.jpg?type=m1&udate=20211015,훨훨,16500,14850,매일경제신문사,20201105,1164841866 9791164841868,"“<b>그럼에도</b> 지금 <b>아파트를</b> 사세요, 내 집 마련에 완벽한 때란 없습니다!”
월급으로 1,000만 원 벌기는 어렵지만, 집이 월 1,000만 원 벌게 만드는 것은... 저자는 돈이 없어서 마이너스 통장으로 신혼생활을 시작한 뒤 외부 요인으로 7년간 7번이나 이사<b>했다</b>. 내 집을 마련한 뒤에는 부동산을 공부하며 전략적으로... "
<b>읽으면서 바로 써먹는 어린이 수수께끼</b>,http://book.naver.com/bookdb/book_detail.php?bid=16358442,https://bookthumb-phinf.pstatic.net/cover/163/584/16358442.jpg?type=m1&udate=20200530,한날,12000,10800,파란정원,20200520,1158681747 9791158681746,"보이는 것이 답이 아니다어떤 사물에 대하여 <b>바로</b> 말하지 아니하고
빗대어 말하여 알아맞히는 놀이, <b>수수께끼</b>.
<b>바로</b> 보이는 것이 답이 아니다.
이쪽저쪽 다양한 각도에서 생각하고 또 생각하라.
사라진 찹이를 찾아 떠나는 <b>수수께끼</b> 대모험. 
우리 함께 출발해 볼까요!"
<b>홀로서기 심리학</b> (이제는 흔들리지 않고 삶의 중심을 잡고 싶다면),http://book.naver.com/bookdb/book_detail.php?bid=16899040,https://bookthumb-phinf.pstatic.net/cover/168/990/16899040.jpg?type=m1&udate=20210911,라라 E. 필딩,15000,13500,메이븐,20201109,1190538202 9791190538206,"책 《<b>홀로서기 심리학</b>》. 저자는 지나친 의존과 예민함으로 인해 쉽게 상처받는 사람들, 마음대로 되지 않는 세상과 타인을 원망하며 하루하루를 낭비하는 사람들에게 말한다. “당신이 불행을 되풀이하는 이유는 단 하나, 아직 홀로 서지 못했기 때문이다”라고. 

15년 동안 임상 심리학자이자 상담가로서... "
<b>초등 집공부의 힘</b> (혼자서도 <b>공부</b> 잘하는 아이로 키우는 최고의 방법),http://book.naver.com/bookdb/book_detail.php?bid=16851240,https://bookthumb-phinf.pstatic.net/cover/168/512/16851240.jpg?type=m1&udate=20201024,이진혁,16000,14400,카시오페아,20201026,1190776235 9791190776233,"담은 『<b>초등 집공부의 힘</b>』으로 돌아왔다. 저자는 이 책을 통해 코로나19를 기점으로 변한 교육 현장과 가정의 모습을 가장 현실적으로 다룬 후, 이러한 상황을 극복하는 가장 최선의 해결책으로 ‘집공부’를 제안한다. 두 아이의 아빠이자 초등 교사인 저자는 부모의 입장과 교사의 입장을 최적으로 배합해... "
<b>베서니와 괴물의 묘약</b>,http://book.naver.com/bookdb/book_detail.php?bid=17588385,https://bookthumb-phinf.pstatic.net/cover/175/883/17588385.jpg?type=m1&udate=20211204,잭 메기트-필립스,13000,11700,요요,20201215,1130633578 9791130633572,"단숨에 읽히는 매력적인 현대의 고전!『<b>베서니와 괴물의 묘약</b>』에는 어린이들이 판타지 장르에 기대하는 모든 것이 담겨 있다. 세상에 제 편이라곤 하나 없는 천방지축 말괄량이 소녀 베서니, ‘늙지 않는 마법의 약’으로 영원한 젊음을 유지 중인 511세 젊은 늙은이 에벤에셀, 무엇이든 먹고 무엇이든 토해 내는... "
<b>일곱 해의 마지막</b> (김연수 신작 장편소설),http://book.naver.com/bookdb/book_detail.php?bid=16383378,https://bookthumb-phinf.pstatic.net/cover/163/833/16383378.jpg?type=m1&udate=20220101,김연수,13500,12150,문학동네,20200701,8954672779 9788954672771,"이루지 못한 꿈은 사라지는 게 아니라 누군가에 의해 다시 쓰인다
60년 전 그에게서 시작되어 마침내 지금 우리에게 도달한 빛개인이 밟아나간 작품 활동의 궤적을 곧 한국소설의 중요한 흐름 가운데 하나로 만들어내며 한국문학의 판도를 뒤바꾼 작가 김연수의 신작 장편소설『<b>일곱 해의 마지막</b>』. 이번 작품은... "
<b>할머니의 용궁 여행</b>,http://book.naver.com/bookdb/book_detail.php?bid=16317971,https://bookthumb-phinf.pstatic.net/cover/163/179/16317971.jpg?type=m1&udate=20220406,권민조,12000,10800,천개의바람,20200407,1190077434 9791190077439,"물이 뜨끈했다가 차가웠다가 늘어났다 줄어들었다 백여덟 번 될 때쯤 지나자, <b>할머니</b>는 으리으리한 <b>용궁</b>에 도착해요. 그런데 들어가자마자 바다 동물들이 <b>할머니</b> 무릎을 꿇리더니 용왕인 거북이 아프다며 <b>할머니</b>에게 간을 달라는 거예요. 무슨 소리를 하냐며 불같이 화를 내던 <b>할머니</b>는 용왕 거북의 얼굴을... "
<b>폴리매스</b> (한계를 거부하는 다재다능함의 힘),http://book.naver.com/bookdb/book_detail.php?bid=16745996,https://bookthumb-phinf.pstatic.net/cover/167/459/16745996.jpg?type=m1&udate=20220203,와카스 아메드,18800,16920,안드로메디안,20200929,1135488398 9791135488399,"“다가올 세기에 꼭 필요한 필독서”&#x0D;- 대니얼 레비틴, 베스트셀러 『정리하는 뇌』의 저자&#x0D;&#x0D;빌 게이츠가 가장 선호하는 작가 바츨라프 스밀과&#x0D;『정리하는 뇌』의 대니얼 레비틴 강력 추천&#x0D;한계를 거부하는 새로운 인종 ‘<b>폴리매스</b>’의 시대가 온다!&#x0D;&#x0D; 모든 인간은 다양한 잠재력을... "
