,영화명,유형,장르,제작년도,감독,출연,줄거리
24752,음모자들,극영화,"드라마,범죄,스릴러",2013.0,옥시드 팽 천,옥시드 팽 천,"음모,사립탐정,실종,살인,암호"
24753,소림사 2014,극영화,"드라마,액션,판타지",2013.0,,,"2차대전,소림사,중국"
24756,아이 킬드 마이 마더,극영화,드라마,2009.0,자비에 돌란,자비에 돌란,"사춘기,엄마와아들,데뷔작"
24757,워킹 온 더 와일드 사이드,극영화,드라마,2006.0,한 지에,한 지에,"소년갱단,트럭,폭력,강도,아버지"
24758,웨이스티드 스토리,극영화,드라마,2006.0,타카하시 나오하루,타카하시 나오하루,"선생,여배우,자해,여학생,위험한 관계,자살,감옥"
24759,점성사와 빨치산,극영화,드라마,2006.0,쉐라드 안토니 산체스,쉐라드 안토니 산체스,"군인,반란군,숲,주술사,라디오"
24760,정오의 개짖는 소리,극영화,드라마,2007.0,장 위에동,구 치안,"양치기,여관,나무,도시,전기공,수박,농부,기둥"
24761,코끼리와 바다,극영화,드라마,2007.0,우밍진,우밍진,"전염병,아내의죽음,자유,매춘부,폭포,미신,악한"
24763,갓파쿠와 여름방학을,애니메이션,"드라마,아동,판타지",2007.0,하라 케이이치,"하라 케이이치,고구레 마사오","갓파,소설원작,여행,일본,친구,학생,바캉스,재개봉"
24771,천국에 다녀온 소년,극영화,드라마,2014.0,랜달 웰러스,,"실화바탕,시골,기도,천국"
24772,더 기버: 기억전달자,극영화,"SF,드라마",2014.0,필립 노이스,마이클 미트닉,"소설바탕,감정,기억,여행,SF영화"
24775,에바-최종병기유이,극영화,에로,2004.0,미카미 노리히사,,에로영화
24779,찰리 컨트리맨,극영화,"드라마,멜로드라마,코메디",2013.0,프레드릭 본드,맷 드레이크,"여행,마피아,사랑,위험"
24781,극장판 날아라! 호빵맨 : 바나나섬을 되찾아줘,애니메이션,"코메디,가족,어드벤처",2012.0,야노 히로유키,콘파루 토모코,"바나나,섬,호빵맨"
24782,헬레이저 6,극영화,"공포,미스터리,스릴러",2001.0,릭 보타,"칼 V. 듀프레,팀 데이","교통사고,꿈,살인,영혼,시리즈,고어"
24785,내년 4월,극영화,드라마,2012.0,위차논 소뭄자른,,"공사현상,태국,불안,결혼식,방황"
24786,계란과 돌,극영화,드라마,2012.0,후앙 지,후앙 지,"소녀,노인,배달,계란,돌,피"
24792,환호불가,극영화,드라마,2012.0,양 진,,"초등학생,친구,여행,경험,어른"
24794,하지,극영화,드라마,2007.0,리 루이준,리 루이준,"상경,파산,불륜,결혼식"
24795,제로법칙의 비밀,극영화,"SF,드라마,판타지",2013.0,테리 길리암,팻 루신,"전화,SF영화,판타지"
24796,밤비 내리는 목소리,극영화,드라마,2008.0,이가라시 고헤이,이가라시 고헤이,"커플,해고,일자리"
24797,잿가루,극영화,드라마,2012.0,아핏차퐁 위라세타쿤,,"영혼,꿈,현실"
24799,마이애미 대침몰,극영화,"SF,액션",2011.0,토도 채프카노브,디클란 오브라이언,용암
24806,1월의 두 얼굴,극영화,스릴러,2014.0,호세인 아미니,호세인 아미니,"여름,휴가,가이드,살인"
24807,루시,극영화,액션,2014.0,뤽 베송,뤽 베송,"SF,납치,뇌,마약,여자,한국어,마약운반,감각,육체,뇌과학자,마약밀매,마약밀매업자"
24813,야나카의 황혼빛,극영화,드라마,2009.0,후나하시 아츠시,후나하시 아츠시,"다큐,로맨스,오중탑,8미리영화,사랑,비밀"
24814,오이,극영화,"드라마,가족",2008.0,저우 야오우,,"옴니버스영화,성불능자,불륜,영화감독,절름발이,벙어리,중국요리"
24815,비밀결사 매의 발톱단 2: 나를 사랑한 흑오룡차,애니메이션,"드라마,코메디,사회",2008.0,프로그맨,,"플래시애니메이션,속편,주가폭락,인공지능,일본"
24816,라라피포,극영화,"드라마,코메디",2009.0,미야노 마사유키,오쿠다 히데오,"도쿄,유흥가,헌팅,소설원작,섹스"
24818,워터 핸드,극영화,"드라마,로드무비",2010.0,블라디미르 토도로비치,블라디미르 토도로비치,"선원,풍경,그녀,현실,오후의예항"
24819,어쌔신 크리드 2,애니메이션,드라마,2009.0,이스트반 조르코치,,"르네상스,암살자,거리축제"
24821,애벌레의 연금 생활,애니메이션,드라마,2009.0,필립 잉스트롬,,"애벌레,일생,나비"
24822,미인,애니메이션,드라마,2009.0,치차오 마오,,"국왕암살,소녀,고대중국"
24825,일장춘몽,애니메이션,드라마,2011.0,"궈펑 허,위에 첸",,"두사람,당신,꿈"
24826,손뼉 치고 주먹 쿵쿵,극영화,드라마,2007.0,타카하시 이즈미,타카하시 이즈미,"결혼식,열쇠,우정,의심,옆집여자"
24827,거룩한 소녀 마리아,극영화,드라마,2014.0,디트리히 브뤼게만,"디트리히 브루게만,안나 브뤼게만","믿음,종교,신앙,동생,소녀,사순시기"
24839,"안녕, 헤이즐",극영화,"드라마,멜로드라마",2014.0,조쉬 분,"스콧 뉴스타드터,마이클 H. 웨버","10대,사랑과우정,소설원작,영어덜트,시한부,첫사랑"
24840,매직 인 더 문라이트,극영화,"드라마,멜로드라마,코메디",2014.0,우디 알렌,우디 알렌,"마술사,심령술사,유럽,우주여행,마술"
24841,킹스맨: 시크릿 에이전트,극영화,"액션,코메디,어드벤처",2014.0,매튜 본,"제인 골드먼,매튜 본","비밀첩보원,첩보요원,첩보물,인턴,스파이,특수요원,특수요원,특수훈련"
24843,박물관을 털어라,극영화,"액션,코메디,범죄",2009.0,피터 휴이트,마이클 르시어,"박물관,은퇴,비밀작전,미술품도둑"
24847,파라다이스,극영화,"드라마,코메디",2013.0,디아블로 코디,디아블로 코디,"비행기사고,일탈,클럽,라스베가스"
24848,차가운 장미,극영화,드라마,2013.0,필립 클로델,필립 클로델,"신경외과,의사,장미꽃,의문의여인,의심"
24850,SX 테잎,극영화,"공포,드라마",2013.0,버나드 로스,에릭 리세,"예술가,사진사,병원,커플,전시회,출구"
24851,시베리안 에듀케이션,극영화,"드라마,전기",2013.0,가브리엘 살바토레,"스테파노 룰리,샌드로 페트라글리아,가브리엘 살바토레","시베리아,범죄,범죄조직,친구,대립"
24853,옥시즌,극영화,드라마,2010.0,생게도르지 잔치브도르지,,"유목민,도시,사랑"
24854,굿모닝 투 더 월드,극영화,"드라마,로드무비",2010.0,히로하라 사토루,,"소년,외톨이,도둑질,죽음"
24855,스트레인저: 무황인담,애니메이션,"액션,시대극/사극",2008.0,안도 마사히로,타카야마 후미히코,"전국시대, 일본, 무사, 결투, 탈출, 군사, 검객"
24858,미키와 도날드,TV-애니메이션,"코메디,가족",2001.0,"제프 컬티,마이클 페렐린",레오날드 마틴,"미키,도날드"
24859,파닥파닥 비행선,애니메이션,"액션,SF,어드벤처",2002.0,문지민,,"비행, 신비의 돌, 모험, 부유천, 소설원작"
24863,구두 신고 꼬까꼬까,TV-애니메이션,아동,2004.0,캐이시 모스,"루이스 문(14 episodes),니콜 디머스(2 episodes),쉘리 호프만(2 episodes),로버트 핀콤브(2 episodes),캐이시 모스","구두, 꼬까꼬까"
24868,원피스 : 에피소드 오브 메리 ~ 또 하나의 동료 이야기 ~,애니메이션,"어드벤처,판타지",2013.0,토코로 카츠미,우에사카 히로히코,"동료,해적,일본만화원작"
24871,윈터스 테일,극영화,"드라마,미스터리,판타지",2014.0,아키바 골드만,아키바 골드만,"소설원작,시간정지,도둑,저택,여인,사랑"
24872,"안녕, 용문객잔",극영화,"드라마,코메디",2003.0,차이밍량,차이밍량,"극장매표원,노인,여행객,영화관,일본인,영사실,영사기,극장"
24881,넥스트 제네레이션 패트레이버,애니메이션,"SF,액션",2014.0,오시이 마모루,이토 카즈노리,"로봇,범죄,정찰대"
24882,미션 13,극영화,"공포,스릴러",2014.0,다니엘 스탬,"데이비드 버크,다니엘 스탬","리메이크,보험설계사,태국영화리메이크"
24884,스위니,극영화,"드라마,액션",2012.0,닉 러브,닉 러브,"영국,TV시리즈원작,특수수사대,경찰,음모"
24893,러브 애딕션,극영화,드라마,2010.0,우치다 노부테루,,"연인,의심,바람"
24894,섬머타임,극영화,드라마,2010.0,주앙 디아스,,"섬,커플,표류"
24895,엉클 분미께 보내는 편지,극영화,드라마,2009.0,아핏차퐁 위라세타쿤,아핏차퐁 위라세타쿤,"폐허,편지,이야기,벌레"
24897,빛을 찾는 사람들,실험영화,"드라마,실험",2007.0,아핏차퐁 위라세타쿤,,"메콩강,여행,이별,재,다리"
24898,우리 어머니의 정원,실험영화,"실험,자연ㆍ환경",2007.0,아핏차퐁 위라세타쿤,,"식물,꽃,정원"
24900,아시아의 유령,극영화,드라마,2005.0,"아핏차퐁 위라세타쿤,크리스텔 르뢰",,"쓰나미,아이들,유령,섬"
24901,에메랄드,극영화,드라마,2007.0,아핏차퐁 위라세타쿤,,"호텔,경제위기,추억"
24902,뱀파이어,극영화,"드라마,자연ㆍ환경",2008.0,아핏차퐁 위라세타쿤,,"유령새,피"
24903,교차로의 오아시스,실험영화,실험,2008.0,토니 힐,,"교차로,오아시스,자동차,보행자"
24904,라반 댄스,실험영화,실험,2006.0,토니 힐,,"춤,건축물"
24905,디지털 로토스코프 놀이공원,애니메이션,드라마,2008.0,밥 새비스톤,,"놀이공원,반복행위,화려한색채"
24906,검은 머리,극영화,드라마,2010.0,스와 노부히로,,"머리숱,머리카락,가발"
24907,머리카락 × 6,극영화,드라마,2010.0,"이질드 르 베스코,유스리 나스랄라,파블로 트라페로,스와 노부히로,압바스 키아로스타미,압데라만 시사코",,"단편영화,단편모음,여성,머리카락"
24908,툴리,극영화,드라마,2006.0,아우라에우스 솔리토,지미 플로레스,"레즈비언,소년,아버지,임신,종교,할례,소녀"
24917,미르모 퐁퐁퐁,TV-애니메이션,"코메디,드라마,아동",2002.0,카사이 켄이치,츠치야 미치히로,"연애,중학생,머그컵,요정,코코아,요정"
24921,쓸모 있는 삶,극영화,드라마,2010.0,페데리코 베이로,"이네스 보르타그레이,곤잘로 델가도,아라우코 헤르난데스 홀스,페데리코 베이로","우루과이,아카이브,미혼남,재정난,도전,시네필"
24923,전장의 묵시록,극영화,전쟁,2012.0,마르친 크리츠탈로비츠,마르친 도로친스키,"나치,폴란드,레지스탕스"
24925,드라큘라: 전설의 시작,극영화,"드라마,액션,판타지",2014.0,게리 쇼어,"매트 사자마,버크 샤프리스","드라큐라,드라큘라,흡혈귀,루마니아,오스만투르크,뱀파이어,술탄"
24927,헝그리 하트,극영화,"드라마,스릴러",2014.0,사베리오 코스탄조,사베리오 코스탄조,"소설원작,이탈리아소설원작,뉴욕"
24932,흉악-어느 사형수의 고발,극영화,드라마,2014.0,시라이시 카즈야,,"연쇄살인,사형,고백,폭로,폭로기사"
24935,아담스 애플,극영화,"드라마,코메디,범죄",2005.0,아나스 토마스 옌슨,아나스 토마스 옌슨,"나치,신부,사과나무,교회"
24936,터네이셔스 D,극영화,"코메디,뮤직,어드벤처",2006.0,리암 린치,"잭 블랙,카일 가스,리암 린치","기타,우정,락앤롤,악마"
24937,키아누 리브스의 맨 오브 타이치,극영화,"드라마,액션",2013.0,키아누 리브스,마이클 G. 쿠니,"태극권,무술대회,돈"
24938,언더 더 스킨,극영화,"SF,드라마,스릴러",2013.0,조나단 글레이저,"조나단 글레이저,월터 캠벨","남자,스코틀랜드,연쇄살인,외계인,정체성,유혹"
24939,다크 스톰,극영화,SF,2006.0,제이슨 보크,"제이슨 보크,숀 말콤,브렛 슈나이더","대기권,물질,폭풍,박사,재앙"
24940,극장판 루팡 3세 VS 명탐정 코난,애니메이션,"드라마,미스터리",2009.0,카메카기 하지메,마에카와 아츠시,"루팡,코난,대결,보물"
24942,논스톱 액시던트,극영화,"드라마,액션,어드벤처",2012.0,,,"비행기,여류작가,조정,사고"
24944,센코롤: 괴물을 키우는 소년,애니메이션,"SF,액션,어드벤처",2009.0,우키 아츠야,우키 아츠야,"고층건물,괴물,소녀,괴생물체,전투,소년"
24945,기사에게 경배를,극영화,드라마,2006.0,알베르 세라,알베르 세라,"돈키호테,모험,여행,대화,우정,소설원작"
24946,바마코,극영화,드라마,2006.0,압데라만 시사코,압데라만 시사코,"아프리카,가수,이혼,모의 재판,안마당,권리투쟁"
24947,옥스하이드,극영화,"드라마,코메디,가족",2005.0,리우 지아 인,리우 지아 인,"아버지와딸,어머니와딸,가족관계"
24954,꿀꿀 페파는 즐거워,TV-애니메이션,"드라마,아동,가족",2004.0,"네빌 에슬리,마크 베이커","네빌 에슬리,마크 베이커,엘리슨 스노우든","가족, 동물, 돼지, 아동, 교육"
24956,마인드 헌터,극영화,"액션,드라마,공포(호러),범죄,미스터리,스릴러",2003.0,레니 할린,"웨인 크라머,케빈 브로드빈","FBI,섬,스플래터,연쇄살인,범죄프로파일러"
24957,마하특급 델타트레인,TV-애니메이션,"액션,코메디,SF",2002.0,오오바 히데아키,이노우에 토시키,"기차, 악당, 세계정복, 우주, 합체"
24958,라따뚜이,애니메이션,"코메디,드라마,가족,판타지",2007.0,"브래드 버드,잔 핑카바","브래드 버드,짐 카포비안코,잔 핑카바","레스토랑,생쥐,요리사,음식,파리,픽사스튜디오"
24962,에볼라 바이러스,극영화,"SF,드라마,액션",2001.0,존 멀로스키,러셀 V. 만자트,"대통령,바이러스,저격수"
24963,데드 스콜피온,극영화,"SF,공포,어드벤처",2001.0,폴 윈,"티모시 그리핀,피터 소비 주니어","비행기,과학자,괴물,생존자,공격"
24964,지옥의 몽파르나스 타워,극영화,코메디,2001.0,샤를 네메,"카더 아운,람지 베디아,에릭 주도르,자비에 마티유","유리창,청소부,단짝친구,인질,테러,목격자,미녀,구출"
24965,진저 스냅 2,극영화,"공포,코메디,스릴러",2004.0,브렛 설리반,메건 마틴,"늑대인간,자매,모텔,치료,병원,소녀,탈출"
24966,타이쿠스,극영화,"SF,액션,어드벤처",2000.0,존 풋치,"케빈 고츠,마이클 고츠","지구멸망,재앙,혜성,비밀기지"
24968,은하철도의 꿈,애니메이션,드라마,2014.0,니시쿠보 미즈호,"사쿠라이 요시키,스기타 시게미치","소련,우정,일본,제2차세계대전,동화,아버지,은하철도,섬,수용소,여정,형제,형제애"
24969,미스터 쵸코는 연애중,애니메이션,코메디,2011.0,페트르 마레크,페트르 마레크,"요리사,여인,사랑"
24970,전설의 비행사 헤자르펜,애니메이션,"액션,코메디,어드벤처",2010.0,"톨가 아리,로맹 블랑셰,황충유,레미 위클랭",,"하늘,비행,남자"
24971,모스트 원티드 맨,극영화,"드라마,스릴러",2014.0,안톤 코르빈,안톤 코르빈,"911테러,스파이,함부르크,첩보원"
24972,저승사자의 리스트,애니메이션,"공포,드라마",2011.0,"키라 부쇼어,신티아 콜린스","키라 부쇼어,신티아 콜린스","죽음,저승사자,소녀,고양이"
